snapshot-date	sku	fnsku	ASIN	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest-price-new	lowest-price-used	Recommended action	Healthy Inventory Level	Recommended sales price	Recommended sale duration (days)	Recommended Removal Quantity	Estimated cost savings of removal	sell-through	cubic-feet	storage-type
2018-08-24	XQ-IUYL320-GN-M	B07C8GHD9F	B07C8GHD9F	luciphia Cute Leather Dog Collar Green Medium	New	4	0	0	4	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	9.5	9.5	9.5	0.0	Advertise listing	0	7.6	63	0	3.342234	0.0	0.002316	Standard
2018-08-24	TZ-IUYL240-DOT2-M	X001SNGQR5	B07DF81JBH	luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Dot2 Medium	New	61	0	61	0	0	0	0	USD	0	0.0	0	0.0	15	59	92	99		18.99	18.99	18.99	0.0	Update inventory settings for:	46	18.99	0	0	0.0	4.868852459016393	13.917394	Standard
2018-08-24	TZ-IUYL240-STAR-L	B079HRYZ8F	B079HRYZ8F	luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Cat Star Large	New	3	0	0	3	0	0	0	USD	0	0.0	0	0.0	2	10	10	24		24.99	24.99	24.99	0.0	Update inventory settings for:	5	24.99	0	0	0.0	1.3279352226720649	0.8337600000000001	Standard
2018-08-24	CWDZ-IULHY-BONE-PK-M	X001UL8SL7	B07G21KSQ5	luciphia Super Soft Fluffy Premium Fleece Pet Mat Flannel Throw for Dog Puppy Cat Bed Mats	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	10.99	10.99	10.99	0.0	Advertise listing	0	8.79	63	0	4.465958	0.0	0.536025	Standard
2018-08-24	CWDZ-IULHY-DOT2-PK-L	X001UL7TI5	B07G23JJCB	luciphia Super Soft Fluffy Premium Fleece Pet Mat Flannel Throw for Dog Puppy Cat Bed Mats	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	12.99	12.99	12.99	0.0	Advertise listing	0	10.39	63	0	89.149207	0.0	0.8506950000000001	Standard
2018-08-24	TZ-IUYL240LHY-STRAWBERRY-L	X001SLY9ET	B07C1P3Z1B	luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Strawberry Large	New	77	0	77	0	0	0	0	USD	0	0.0	0	0.0	0	3	20	22		24.99	24.99	24.99	0.0	Update inventory settings for:	77	24.99	0	0	0.0	0.90625	6.416641	Standard
2018-08-24	TZ-IUYL240LHY-ELPH-S	X001SLRYUF	B07BGWTSX6	luciphia 1 Pack 3 Blankets Super Soft Fluffy Premium Fleece Pet Blanket Flannel Throw for Dog Puppy Elephant Small	New	254	0	254	0	0	0	0	USD	0	0.0	0	0.0	50	215	451	547		13.99	13.99	13.99	0.0	Update inventory settings for:	190	13.99	0	0	0.0	11.44700460829493	32.245046	Standard
2018-08-24	CWDZ-IULHY-BONE-PK-L	X001UL6UC1	B07G27JYRX	luciphia Super Soft Fluffy Premium Fleece Pet Mat Flannel Throw for Dog Puppy Cat Bed Mats	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	12.99	12.99	12.99	0.0	Advertise listing	0	10.39	63	0	5.273496	0.0	0.842795	Standard
2018-08-24	XQ-IUYL320-DB-M	B07BLS3RH4	B07BLS3RH4	luciphia Cute Leather Dog Collar Dark Blue Medium	New	4	0	0	4	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	9.99	9.99	9.99	0.0	Advertise listing	0	7.99	63	0	3.500511	0.0	0.002316	Standard
2018-08-24	SCF-B01-019	B075XF75YS	B075XF75YS	Women's Large Print Floral Chiffon Scarf Poncho Shawl	New	6	0	0	0	0	6	0	USD	6	0.3	0	0.0	1	1	1	1		7.0	7.0	7.0	0.0	Update inventory settings for:	0	10.0	63	0	24.5255	0.14814814814814814	0.086808	Apparel
