snapshot-date	sku	fnsku	ASIN	product-name	condition	avaliable-quantity(sellable)	qty-with-removals-in-progress	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	qty-to-be-charged-ltsf-6-mo	projected-ltsf-6-mo	qty-to-be-charged-ltsf-12-mo	projected-ltsf-12-mo	units-shipped-last-7-days	units-shipped-last-30-days	units-shipped-last-60-days	units-shipped-last-90-days	alert	your-price	sales_price	lowest-price-new	lowest-price-used	Recommended action	Healthy Inventory Level	Recommended sales price	Recommended sale duration (days)	Recommended Removal Quantity	Estimated cost savings of removal	sell-through	cubic-feet	storage-type
2018-08-24	DO-YULQ610-R2-22	X001P1VIYV	B0793RW7P4	Real Looking Reborn Baby Dolls Girl Silicone Rose Red Outfit 22 Inches	New	7	0	7	0	0	0	0	USD	0	0.0	0	0.0	0	0	3	13	Low traffic	89.99	89.99	89.99	0.0	Advertise listing	1	84.12	105	0	708.852021	2.08	3.532809	Oversize
2018-08-24	DOLL-AD011-PI-22	X001PSS24N	B077SGXYL6	Reborn Baby Doll Girl Look Real Silicone Pink Tutu Skirt 22 Inches	New	30	0	30	0	0	0	0	USD	0	0.0	0	0.0	1	6	9	17	Low traffic	99.6	99.6	99.6	0.0	Advertise listing	30	99.6	0	0	0.0	0.5964912280701754	13.33332	Standard
2018-08-24	DO-YULQ005-W0-11	X001OXJIAL	B079JQGCBR	Black Full Body Silicone Reborn Baby Dolls Boy Cheap White Outfit 10 inches	New	13	0	13	0	0	0	0	USD	0	0.0	0	0.0	3	10	11	11	Low traffic	179.0	23.99	23.99	0.0	Lower price	13	23.99	0	0	0.0	1.8333333333333333	1.423981	Standard
2018-08-24	DO-YULQ107-PI-22	X001PVRHN7	B0795PQJS1	Reborn Baby Dolls Girl Look Real Lifelike Toddler Silicone Vinyl Light Pink Knitted Outfit 22 Inches	New	10	0	10	0	0	0	0	USD	0	0.0	0	0.0	2	7	18	29	Low conversion	89.99	89.99	89.99	0.0	Update inventory settings for:	10	89.99	0	0	0.0	2.36734693877551	1.60417	Standard
2018-08-24	DO-YULQ071-B7-16	X001Q3PE4X	B07BFV7XQM	Reborn Baby Dolls Twins Boy Lifelike Toddler Silicone Light Blue Outfit Giraffe Patterns 16 inches	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	1	3	6	Low traffic	149.0	79.99	79.99	0.0	Lower price	5	79.99	0	0	0.0	0.96	2.245835	Standard
2018-08-24	DO-YULQ721-PI-16	X001U7OBML	B07FNJYWTX	Sleeping Real Looking Reborn Baby Doll Realistic Newborn Toddler Rabbit Pattern 18 inches	New	3	0	3	0	0	0	0	USD	0	0.0	0	0.0	0	0	0	0	Low traffic	199.0	89.99	89.99	0.0	Lower price	3	89.99	0	0	0.0	0.0	1.09419	Standard
2018-08-24	DO-YULQ171-B0-22	X001P2XNRZ	B079NW9791	Realistic Reborn Baby Dolls Boy Toddler with Toy Bear Blue Outfit 22 inches	New	5	0	3	2	0	0	0	USD	0	0.0	0	0.0	0	3	6	7	Low traffic	278.0	95.99	95.99	0.0	Lower price	2	95.99	0	0	0.0	1.0	1.11111	Standard
2018-08-24	DO-YULQ153-TW-20	X001RH01TL	B07CLYNY71	20 inches Realistic Sleeping Reborn Baby Dolls Boy Silicone Vinyl Black and White Striped Outfit	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	0	3	8	Low traffic	152.0	85.99	85.99	0.0	Create Sale	0	76.94	154	0	613.174275	2.1333333333333333	3.342015	Standard
2018-08-24	DO-YULQ170-SH-22	X001TRM6U1	B07F72X354	Yesteria Real Looking Reborn Baby Doll Girl Realistic Newborn Toddler Floral Princess Dress 24 inches	New	5	0	5	0	0	0	0	USD	0	0.0	0	0.0	0	1	1	1	Low traffic	256.0	118.99	118.99	0.0	Lower price	2	118.99	0	0	0.0	0.2857142857142857	4.93293	Oversize
2018-08-24	DO-YULQ172-BD-22	X001P2SUNR	B079513H1Q	Reborn Baby Dolls Boy Look Real Lifelike Toddler Silicone Vinyl Dots Outfit With Toy Bear 22 Inches	New	2	0	0	2	0	0	0	USD	0	0.0	0	0.0	0	3	5	5	Low traffic	159.99	79.99	79.99	0.0	Lower price	2	79.99	0	0	0.0	0.9523809523809523	0.725694	Oversize
2018-08-24	DO-YULQ151-W0-16	X001RHMPFJ	B07CN4J157	16 inches Real Looking Reborn Baby Dolls Girl Realistic Toddler Silicone Cow Outfit	New	2	0	0	2	0	0	0	USD	0	0.0	0	0.0	0	1	1	2	Low traffic	146.0	79.99	79.99	0.0	Lower price	2	79.99	0	0	0.0	0.6666666666666666	0.46875	Standard
2018-08-24	DO-YULQ064-X0-22	X001P1L8QJ	B079NY4SZ4	Realistic Reborn Baby Dolls Girl Eye Closed with Toy Bear Tutu Skirt Light Purple 22 inches	New	5	0	1	4	0	0	0	USD	0	0.0	0	0.0	1	2	3	4	Low traffic	278.0	99.99	99.99	0.0	Create Sale	0	79.99	63	0	428.774144	0.5714285714285714	4.050925	Oversize
