"(父） ASIN","（子）ASIN","商品名称","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订单商品数量转化率","已订购商品销售额","订单商品种类数"
"B07DK8XH42","B078MLPP7Z","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops Yellow Large","1","0.08%","1","0.07%","0%","0","0.00%","US$0.00","0"
"B07DK8XH42","B078MLS36P","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops Red X-Large","4","0.31%","4","0.27%","50%","0","0.00%","US$0.00","0"
"B07DK8XH42","B078MLVDZV","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops Grey X-Large","1","0.08%","1","0.07%","0%","0","0.00%","US$0.00","0"
"B07DK8XH42","B078MLVF8D","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops Yellow Small","3","0.24%","3","0.20%","0%","0","0.00%","US$0.00","0"
"B07DK8XH42","B078MLVFZH","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops Yellow X-Large","3","0.24%","3","0.20%","0%","0","0.00%","US$0.00","0"
"B07DK8XH42","B078MMFTHW","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops Grey Small","3","0.24%","3","0.20%","0%","0","0.00%","US$0.00","0"
"B07DK58WLF","B078MMXYGL","MOCOTONO Women's Striped Hooded Pullover Drawstring Hoodies Sweatshirts Grey Large","4","0.31%","4","0.27%","50%","0","0.00%","US$0.00","0"
"B07DK58WLF","B078MNG1TG","MOCOTONO Women's Striped Hooded Pullover Drawstring Hoodies Sweatshirts Dark Blue Small","3","0.24%","4","0.27%","50%","0","0.00%","US$0.00","0"
"B07DK58WLF","B078MNGZXT","MOCOTONO Women's Striped Hooded Pullover Drawstring Hoodies Sweatshirts Grey Small","3","0.24%","3","0.20%","0%","0","0.00%","US$0.00","0"
"B07DK8XH42","B078MNWK8Y","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops Black X-Large","3","0.24%","3","0.20%","0%","0","0.00%","US$0.00","0"
"B07DK8XH42","B078MP2N3B","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops Black Medium","3","0.24%","3","0.20%","0%","0","0.00%","US$0.00","0"
"B07DK58WLF","B078MPBBKH","MOCOTONO Striped Zipper Hooded Pullover 2021 Drawstring Hoodies Sweatshirts For Women Long Sleeve Warm Tops S-XL","3","0.24%","3","0.20%","0%","0","0.00%","US$0.00","0"
"B07DK8XH42","B078MPPY1Z","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops Red Small","4","0.31%","4","0.27%","0%","0","0.00%","US$0.00","0"
"B07DK8XH42","B078MQZ7XF","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops Yellow Medium","1","0.08%","1","0.07%","0%","0","0.00%","US$0.00","0"
"B07DK8XH42","B078MRF99V","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops Grey Large","3","0.24%","3","0.20%","67%","0","0.00%","US$0.00","0"
"B078RZGNCT","B078RMPL65","Baby Sleeping Bag Swaddling Blankets Autumn Winter Baby Stroller Baby Sleep Sack Zipper Design-100% Soft Cotton Ultra-Soft Absorbent - Warm for Baby 12-24 Months 37.4×17.7inch (Red)","1","0.08%","3","0.20%","100%","0","0.00%","US$0.00","0"
"B078W6BDN3","B078RMPL65","Baby Sleeping Bag Swaddling Blankets Autumn Winter Baby Stroller Baby Sleep Sack Zipper Design-100% Soft Cotton Ultra-Soft Absorbent - Warm for Baby 12-24 Months 37.4×17.7inch (Red)","1","0.08%","1","0.07%","0%","0","0.00%","US$0.00","0"
"B078W6BDN3","B078RN1CC8","Baby Sleeping Bag Swaddling Blankets Autumn Winter Baby Stroller Baby Sleep Sack Zipper Design-100% Soft Cotton Ultra-Soft Absorbent - Warm for Baby 12-14 Months 37.4×17.7inch (Pink)","1","0.08%","1","0.07%","0%","0","0.00%","US$0.00","0"
"B078RZGNCT","B078RN1CC8","Baby Sleeping Bag Swaddling Blankets Autumn Winter Baby Stroller Baby Sleep Sack Zipper Design-100% Soft Cotton Ultra-Soft Absorbent - Warm for Baby 12-14 Months 37.4×17.7inch (Pink)","1","0.08%","1","0.07%","0%","0","0.00%","US$0.00","0"
"B078RZGNCT","B078RNM8V8","Baby Sleeping Bag Swaddling Blankets Autumn Winter Baby Stroller Baby Sleep Sack Zipper Design-100% Soft Cotton Ultra-Soft Absorbent - Warm for Baby 12-24 Months 37.4×17.7inch (Blue)","3","0.24%","3","0.20%","100%","0","0.00%","US$0.00","0"
"B07CXR59ZM","B07BRL2Y1L","Lastia Travel Shoe Bags Set of 2 Waterproof Nylon With Zipper For Men & Women(Green)","5","0.39%","6","0.40%","83%","0","0.00%","US$0.00","0"
"B07C1XPL9S","B07BV73Z4Q","Post-It Notes Holder Memo Board for Monitors Clip and Hold Left","3","0.24%","3","0.20%","100%","0","0.00%","US$0.00","0"
"B07C1XPL9S","B07BV8R441","Monitor Memo Board Computer Monitors Notes Holder and Reminder Acrylic Message Boards Memo Pads Sticky Board For Paper Sticky Notes Cat Left","6","0.47%","7","0.47%","100%","0","0.00%","US$0.00","0"
"B07C1XPL9S","B07BVL6R55","Monitor Memo Board Computer Monitors Notes Holder and Reminder Acrylic Message Boards Memo Pads Sticky Board For Paper Sticky Notes Giraffe Right","8","0.63%","8","0.54%","100%","0","0.00%","US$0.00","0"
"B07C1XPL9S","B07BVMP1DH","Monitor Memo Board Computer Monitors Notes Holder and Reminder Acrylic Message Boards Memo Pads Sticky Board For Paper Sticky Notes Giraffe Left","9","0.71%","11","0.74%","100%","0","0.00%","US$0.00","0"
"B07C1XPL9S","B07BVMRJRX","Monitor Memo Board Computer Monitors Notes Holder and Reminder Acrylic Message Boards Memo Pads Sticky Board For Paper Sticky Notes Bear Right","3","0.24%","3","0.20%","100%","0","0.00%","US$0.00","0"
"B07C1XPL9S","B07CDD7CHN","Monitor Memo Board Computer Monitors Notes Holder and Reminder Acrylic Message Boards Memo Pads Sticky Board For Paper Sticky Notes Cat Right","7","0.55%","8","0.54%","100%","0","0.00%","US$0.00","0"
"B07DL2VY8H","B07CPW1TRS","Lastia Drain Snake Hair Drain Clog Remover Retractable Cleaning Tool 3 Pack, with Creative Retractable Design for Easy Home Storage Blue","18","1.41%","23","1.55%","100%","0","0.00%","US$0.00","0"
"B07CVBXW62","B07CVDNT4J","Non Slip Coasters for Drinks Cute Coasters Silicone Coasters Car Cup Holder Coaster, 5 Pack Fruit Coasters","2","0.16%","2","0.13%","100%","0","0.00%","US$0.00","0"
"B07CXR59ZM","B07CVDVW47","Lastia Travel Shoe Bags Set of 2 Waterproof Nylon With Zipper For Men & Women(Pink)","2","0.16%","2","0.13%","100%","0","0.00%","US$0.00","0"
"B07CXR59ZM","B07CVGZCHZ","Lastia Travel Shoe Bags Set of 2 Waterproof Nylon With Zipper For Men & Women(Yellow)","1","0.08%","1","0.07%","0%","0","0.00%","US$0.00","0"
"B07D4GFVKB","B07D4FQCYC","Lastia 5x7 Picture Frame Multi Photo Frames Set Wall or Tabletop Display","5","0.39%","6","0.40%","100%","0","0.00%","US$0.00","0"
"B07D4GFVKB","B07D4FV711","Lastia 5x7 Picture Frame Multi Photo Frames Set Wall or Tabletop Display","5","0.39%","6","0.40%","100%","0","0.00%","US$0.00","0"
"B07D4GFVKB","B07D4GBBQB","Lastia 4x6 Picture Frame Multi Photo Frames Set Wall or Tabletop Display","6","0.47%","7","0.47%","100%","0","0.00%","US$0.00","0"
"B07D4GFVKB","B07D4GSD2Q","Lastia 4x6 Wood Photo Frame Fit For Stands Vertically on Desk Table Top Hinged Double Picture Frames","8","0.63%","11","0.74%","91%","0","0.00%","US$0.00","0"
"B07D4GFVKB","B07D4GT945","Lastia 5x7 Wood Photo Frame Fit For Stands Vertically on Desk Table Top Hinged Double Picture Frames","15","1.18%","15","1.01%","100%","0","0.00%","US$0.00","0"
"B07DK58WLF","B07DK58WLF","MOCOTONO Women's Striped Hooded Pullover Drawstring Hoodies Sweatshirts","3","0.24%","3","0.20%","0%","0","0.00%","US$0.00","0"
"B07DK8XH42","B07DK8XH42","MOCOTONO Women's Long Sleeve Crewneck Pullover Sweater Blouses Elegant Tops","2","0.16%","2","0.13%","0%","0","0.00%","US$0.00","0"
"B07DLMYZHL","B07DKV16HS","Lastia Summer Light Weight Water Gun Pool Beach Swimming Water Soaker for Kids and Adults 8 PCS (13.8In)","12","0.94%","13","0.87%","100%","0","0.00%","US$0.00","0"
"B07DLVQ34B","B07DLTWN39","Bamboo Forks 3.5 Inch, Mini Food Picks for Party, Banquet, Buffet, Catering, and Daily Life. Two Prongs - Blunt End Toothpicks for Appetizer, Cocktail, Fruit, Pastry, Dessert. (Four Pack of 440 PCS)","3","0.24%","5","0.34%","100%","0","0.00%","US$0.00","0"
"B07DLVQ34B","B07DLX7V45","Bamboo Forks 3.5 Inch, Mini Food Picks for Party, Banquet, Buffet, Catering, and Daily Life. Two Prongs - Blunt End Toothpicks for Appetizer, Cocktail, Fruit, Pastry, Dessert. (Two Pack of 220 PCS)","4","0.31%","5","0.34%","80%","0","0.00%","US$0.00","0"
"B07DQLD39H","B07DQLKY6T","Clothes and toys organizer Waterproof hamper Foldable laundry basket for storage(Pentastar,13.8x13.8x17.7In)","12","0.94%","12","0.81%","100%","0","0.00%","US$0.00","0"
"B07DQKYPYJ","B07DQLVNSH","Lastia Large Capacity Soft Cooler Insulated Outdoor Picnic Lunch Bag/Makeup bag for Grocery, Camping, Car, Travel(Green,7.5x6.3x5.9In)","1","0.08%","1","0.07%","100%","0","0.00%","US$0.00","0"
"B07DQMW1YX","B07DQLZ5KK","Small Foldable Storage Basket waterproof Oxford Storage Bins for Toy Storage(Black,7.9x5.5x6.3In)","4","0.31%","4","0.27%","100%","0","0.00%","US$0.00","0"
"B07DQLD39H","B07DQN9ZJT","Clothes and toys organizer Waterproof hamper Foldable laundry basket for storage(Black Tree,13.8x13.8x17.7In)","16","1.26%","17","1.14%","100%","0","0.00%","US$0.00","0"
"B07DQLD39H","B07DQP8MPM","Clothes and toys organizer Waterproof hamper Foldable laundry basket for storage(English,11x11x13.8In)","15","1.18%","25","1.68%","100%","0","0.00%","US$0.00","0"
"B07DQKYPYJ","B07DQS5YP2","Lastia Large Capacity Soft Cooler Insulated Outdoor Picnic Lunch Bag/Makeup bag for Grocery, Camping, Car, Travel(Blue Flower,7.5x6.3x5.9In)","1","0.08%","1","0.07%","100%","0","0.00%","US$0.00","0"
"B07DVDHX4P","B07DVK4HKX","Mesh Beach Tote Bag with Zipper Top and Insulated Picnic Cooler and Free Get A Bonus Waterproof Cellphone Case Red","6","0.47%","7","0.47%","86%","0","0.00%","US$0.00","0"
"B07DVDHX4P","B07DVLM761","Lastia Mesh Beach Tote Bag with Zipper Top and Insulated Picnic Cooler and Free Get A Bonus Waterproof Cellphone Case Green","7","0.55%","7","0.47%","86%","0","0.00%","US$0.00","0"
"B07DVF574Y","B07DVLSHLK","Lastia Lunch Bag Insulated and Water Resistant Lunch Box for Kids and Adults Blue","2","0.16%","2","0.13%","100%","0","0.00%","US$0.00","0"
"B077XSLDHX","B07DXFH8CW","Women's Tops Long Sleeve A-line Lace Stitching Trim Casual Tunic Dress S Black","1","0.08%","1","0.07%","0%","0","0.00%","US$0.00","0"
"B07FHY2N8L","B07F6546YQ","Best Universal Stroller Organizer Grey Diaper Dag and Cup Holder for Mother Blue Stripe","1","0.08%","1","0.07%","100%","0","0.00%","US$0.00","0"
